"30260","217 HARVEY ST                                     , HALSTEAD                 , KS, 67056","Match","Exact","217 HARVEY ST, HALSTEAD, KS, 67056","-97.51309,38.004166","120639524","L"
"31591","5865 BRADFORD ROAD                                , WEST PADUCAH             , KY, 42086","Match","Exact","5865 BRADFORD RD, WEST PADUCAH, KY, 42086","-88.7712,37.10152","8410282","L"
"31590","1921 CLIFTON AVE                                  , PARIS                    , KY, 40361","Match","Exact","1921 CLIFTON AVE, PARIS, KY, 40361","-84.26658,38.19741","31878480","L"
"30266","1846 N SHEFFORD CIR                               , WICHITA                  , KS, 67212","Match","Exact","1846 N SHEFFORD CIR, WICHITA, KS, 67212","-97.47038,37.71717","115667629","L"
"31597","1235 FACKLER RD                                   , WEBSTER                  , KY, 40176","Match","Exact","1235 FACKLER RD, WEBSTER, KY, 40176","-86.31235,37.963577","8168263","L"
"30265","3300 E 9TH ST N                                   , WICHITA                  , KS, 67208","Match","Non_Exact","3300 E 9TH ST N, WICHITA, KS, 67208","-97.29564,37.701015","115637878","L"
"31596","13022 BESSELS BLVD                                , LOUISVILLE               , KY, 40272","Match","Exact","13022 BESSELS BLVD, LOUISVILLE, KY, 40272","-85.895004,38.06802","635549946","R"
"30268","905 N MAIN ST                                     , GARDEN PLAIN             , KS, 67050","Match","Exact","905 N MAIN ST, GARDEN PLAIN, KS, 67050","-97.683975,37.66221","115624351","L"
"31599","5400 HIGHWAY 1002                                 , WEST LIBERTY             , KY, 41472","No_Match"
"30267","1341 N MCINTOSH RD                                , DERBY                    , KS, 67037","Match","Non_Exact","1341 S MCINTOSH RD, DERBY, KS, 67037","-97.27625,37.560356","115653169","R"
"31598","1265 EUBANK FORD RD                               , FRANKLIN                 , KY, 42134","Match","Non_Exact","1265 EUBANKS FORD RD, FRANKLIN, KY, 42134","-86.420944,36.692368","29601141","R"
"30262","515 COTTONWOOD                                    , BENTON                   , KS, 67017","Match","Non_Exact","515 N COTTONWOOD, BENTON, KS, 67017","-97.11642,37.793262","608242725","L"
"31593","241 HICKORY RIDGE RD                              , CARLISLE                 , KY, 40311","Match","Exact","241 HICKORY RIDGE RD, CARLISLE, KY, 40311","-84.01836,38.34476","54427643","L"
"30261","7027 E WOODBURY CT                                , WICHITA                  , KS, 67226","Tie"
"31592","3668 BOLD BIDDER DR                               , LEXINGTON                , KY, 40517","Match","Exact","3668 BOLD BIDDER DR, LEXINGTON, KY, 40517","-84.47094,37.976166","31928544","L"
"30264","1681 N CAIN AVE                                   , LIBERAL                  , KS, 67901","Match","Exact","1681 N CAIN AVE, LIBERAL, KS, 67901","-100.93427,37.058464","198159364","R"
"31595","13 FRANKLIN AVE                                   , FORT THOMAS              , KY, 41075","Match","Exact","13 FRANKLIN AVE, FORT THOMAS, KY, 41075","-84.44305,39.060806","104449406","R"
"30263","223 W 9TH ST                                      , LARNED                   , KS, 67550","Match","Exact","223 W 9TH ST, LARNED, KS, 67550","-99.10016,38.182697","132922452","L"
"31594","10417 US HWY 431 N                                , SOUTH CARROLLTON         , KY, 42374","No_Match"
"30269","1631 SW LINCOLN ST                                , TOPEKA                   , KS, 66604","Match","Exact","1631 SW LINCOLN ST, TOPEKA, KS, 66604","-95.69418,39.03778","17887676","R"
"31580","2725 SPENCER RD                                   , WARSAW                   , KY, 41095","Match","Exact","2725 SPENCER RD, WARSAW, KY, 41095","-84.83062,38.76304","95285078","R"
"30255","430 12TH RD                                       , OKETO                    , KS, 66518","No_Match"
"31586","2816 ALABAMA ST                                   , PADUCAH                  , KY, 42003","Match","Exact","2816 ALABAMA ST, PADUCAH, KY, 42003","-88.61637,37.061928","8397460","R"
"30254","831 W BEECH ST                                    , INDEPENDENCE             , KS, 67301","Match","Exact","831 W BEECH ST, INDEPENDENCE, KS, 67301","-95.717995,37.235573","13784419","R"
"31585","218 E 36TH ST                                     , COVINGTON                , KY, 41015","Tie"
"30257","3809 W WESTPORT ST                                , WICHITA                  , KS, 67203","Match","Exact","3809 WESTPORT ST, WICHITA, KS, 67203","-97.38764,37.716877","115630410","L"
"31588","1314 BEECH ST                                     , ASHLAND                  , KY, 41102","Match","Exact","1314 BEECH ST, ASHLAND, KY, 41102","-82.663124,38.459793","151056969","L"
"30256","409 BASSWOOD LN                                   , HAYSVILLE                , KS, 67060","Match","Exact","409 BASSWOOD LN, HAYSVILLE, KS, 67060","-97.36816,37.569862","115649901","L"
"31587","295 BUNGER RD                                     , EKRON                    , KY, 40117","Match","Exact","295 BUNGER RD, EKRON, KY, 40117","-86.08912,37.915466","649860722","L"
"30251","931 E 54TH ST S                                   , WICHITA                  , KS, 67216","Match","Exact","931 E 54TH ST S, WICHITA, KS, 67216","-97.32618,37.595528","115656705","R"
"31582","546 JUDY LN                                       , LEXINGTON                , KY, 40505","Match","Exact","546 JUDY LN, LEXINGTON, KY, 40505","-84.455376,38.08073","31925684","L"
"30250","104 E LINCOLN ST                                  , WATERVILLE               , KS, 66548","Match","Non_Exact","104 LINCOLN AVE, WATERVILLE, KS, 66548","-96.74951,39.688793","28426128","R"
"31581","57 DEVILS NECK RD                                 , CORBIN                   , KY, 40701","Match","Exact","57 DEVILS NECK RD, CORBIN, KY, 40701","-84.10856,36.995396","645561824","R"
"30253","4417 W 8TH ST N                                   , WICHITA                  , KS, 67212","Match","Non_Exact","4417 W 8TH ST N, WICHITA, KS, 67212","-97.39409,37.70069","115630804","L"
"31584","311 N MAPLE ST                                    , SOMERSET                 , KY, 42501","No_Match"
"30252","218 S VINE ST                                     , WICHITA                  , KS, 67213","Match","Exact","218 S VINE ST, WICHITA, KS, 67213","-97.36147,37.68193","115643851","L"
"31583","108 STEVENS AVE                                   , IRVINE                   , KY, 40336","Match","Exact","108 STEVENS AVE, IRVINE, KY, 40336","-83.962036,37.692833","31898738","R"
"30259","26575 DOYLE CREEK RD                              , SAINT MARYS              , KS, 66536","Match","Exact","26575 DOYLE CREEK RD, SAINT MARYS, KS, 66536","-96.09674,39.23109","22310735","L"
"30258","1151 N WASHINGTON ST                              , BELLE PLAINE             , KS, 67013","Match","Non_Exact","1151 WASHINGTON ST N, BELLE PLAINE, KS, 67013","-97.27674,37.401882","624966035","R"
"31589","308 GRANT AVE                                     , OAK GROVE                , KY, 42262","Match","Exact","308 GRANT AVE, OAK GROVE, KY, 42262","-87.39623,36.66094","600391805","R"
"30244","2564 OUSDAHL RD                                   , LAWRENCE                 , KS, 66046","Match","Exact","2564 OUSDAHL RD, LAWRENCE, KS, 66046","-95.25553,38.936558","17686907","L"
"31575","8800 MCKENNA WAY                                  , LOUISVILLE               , KY, 40291","Match","Exact","8800 MCKENNA WAY, LOUISVILLE, KY, 40291","-85.5992,38.145115","96866623","R"
"30243","804 N MCCALL ST                                   , ULYSSES                  , KS, 67880","Match","Exact","804 N MCCALL ST, ULYSSES, KS, 67880","-101.36976,37.58768","639132639","L"
"31574","2620 THOMAS AVE                                   , LOUISVILLE               , KY, 40216","Match","Exact","2620 THOMAS AVE, LOUISVILLE, KY, 40216","-85.84063,38.174686","96838486","L"
"30246","6821 E 27TH ST N                                  , WICHITA                  , KS, 67226","Match","Non_Exact","6821 E 27TH ST N, WICHITA, KS, 67226","-97.2573,37.733665","115657066","L"
"31577","189 WINDY RIDGE LANE                              , OWINGSVILLE              , KY, 40360","No_Match"
"30245","643 E 1050TH RD                                   , BALDWIN CITY             , KS, 66006","No_Match"
"31576","626 STARWOOD DR                                   , BRANDENBURG              , KY, 40108","Match","Non_Exact","626 STARWOOD RD, BRANDENBURG, KY, 40108","-86.11365,37.952343","8169789","L"
"30240","510 E 9TH AVE                                     , HUTCHINSON               , KS, 67501","Tie"
"31571","211 HENRY ST                                      , ELIZABETHTOWN            , KY, 42701","Match","Exact","211 HENRY ST, ELIZABETHTOWN, KY, 42701","-85.86065,37.697327","34622388","R"
"31570","1264 MOCKINGBIRD HILL                             , FLEMINGSBURG             , KY, 41041","Match","Exact","1264 MOCKINGBIRD HILL, FLEMINGSBURG, KY, 41041","-83.718094,38.410027","640058765","L"
"30242","202 N DENVER ST                                   , EL DORADO                , KS, 67042","Match","Exact","202 N DENVER ST, EL DORADO, KS, 67042","-96.85664,37.81896","32266402","L"
"31573","6109 HWY 2779                                     , HARDINSBURG              , KY, 40143","Match","Non_Exact","6109 HWY 2779, HARDINSBURG, KY, 40143","-86.525406,37.886555","8014441","L"
"30241","428 E 56TH ST S                                   , WICHITA                  , KS, 67216","Match","Exact","428 E 56TH ST S, WICHITA, KS, 67216","-97.33246,37.592487","115649299","L"
"31572","1657 HARDISON ROAD                                , WOODBURN                 , KY, 42170","Match","Exact","1657 HARDISON RD, WOODBURN, KY, 42170","-86.62362,36.84919","29602886","L"
"30248","1917 S WATER ST                                   , WICHITA                  , KS, 67213","Match","Exact","1917 S WATER ST, WICHITA, KS, 67213","-97.339424,37.65846","115645255","R"
"31579","53 UTZ DR                                         , FLORENCE                 , KY, 41042","Match","Exact","53 UTZ DR, FLORENCE, KY, 41042","-84.6397,39.004063","81955818","L"
"30247","211 ELM                                           , FOWLER                   , KS, 67844","Match","Non_Exact","211 ELM ST, FOWLER, KS, 67844","-100.19947,37.378967","160010824","L"
"31578","5925 DEWITT DR                                    , LOUISVILLE               , KY, 40258","Match","Exact","5925 DEWITT DR, LOUISVILLE, KY, 40258","-85.867516,38.14403","612451713","L"
"30249","1114 3RD ST                                       , DOWNS                    , KS, 67437","Match","Exact","1114 3RD ST, DOWNS, KS, 67437","-98.546234,39.50635","149891658","L"
"30233","5719 S SAINT FRANCIS ST                           , WICHITA                  , KS, 67216","Match","Non_Exact","5719 S ST FRANCIS ST, WICHITA, KS, 67216","-97.33001,37.591743","115649301","R"
"31564","814 NELSON LN                                     , BENTON                   , KY, 42025","Match","Exact","814 NELSON LN, BENTON, KY, 42025","-88.24387,36.831356","99506676","L"
"32896","632 CHADLEY AVE                                   , LEBANON                  , KY, 40033","Match","Exact","632 CHADLEY AVE, LEBANON, KY, 40033","-85.24291,37.58197","32579430","R"
"30232","2207 SW BRANDYWINE LN                             , TOPEKA                   , KS, 66614","Match","Exact","2207 SW BRANDYWINE LN, TOPEKA, KS, 66614","-95.7637,39.027714","17902078","R"
