"78200","1213 RIVERSIDE AVE                                , KINGSPORT                , TN, 37660","Match","Exact","1213 RIVERSIDE AVE, KINGSPORT, TN, 37660","-82.57922,36.564774","127826448","L"
"79531","401 GAIL CIR                                      , MARSHALL                 , TX, 75672","Match","Non_Exact","401 GAIL CIR, MARSHALL, TX, 75670","-94.36374,32.529053","141191314","R"
"79530","1515 TANGLEWOOD DR E                              , HIDEAWAY                 , TX, 75771","Match","Exact","1515 TANGLEWOOD DR E, HIDEAWAY, TX, 75771","-95.45934,32.50084","141344804","R"
"78202","411 DONALDSON ROAD                                , CHATTANOOGA              , TN, 37411","Match","Exact","411 DONALDSON RD, CHATTANOOGA, TN, 37411","-85.25452,35.017666","605469654","R"
"79533","9117 BRETSHIRE DRIVE                              , DALLAS                   , TX, 75228","Match","Exact","9117 BRETSHIRE DR, DALLAS, TX, 75228","-96.693245,32.811535","102923974","L"
"78201","8613 GLENAIRE DR                                  , CHATTANOOGA              , TN, 37416","Match","Exact","8613 GLENAIRE DR, CHATTANOOGA, TN, 37416","-85.16734,35.11164","59338737","R"
"79532","2817 BLUE RIDGE DR                                , MESQUITE                 , TX, 75150","Match","Exact","2817 BLUE RIDGE DR, MESQUITE, TX, 75150","-96.6415,32.813366","102931942","R"
"78204","5216 MOHAWK DR                                    , KNOXVILLE                , TN, 37914","Match","Non_Exact","5216 MOHAWK DR NE, KNOXVILLE, TN, 37914","-83.84901,36.008778","42625850","R"
"79535","11243 FM 2607                                     , ARP                      , TX, 75750","Match","Exact","11243 FM 2607, ARP, TX, 75750","-95.09401,32.31489","141276912","R"
"78203","112 PAGE AVE                                      , JOHNSON CITY             , TN, 37601","Match","Exact","112 PAGE AVE, JOHNSON CITY, TN, 37601","-82.30544,36.29519","43039542","R"
"79534","23298 HOLLY RD                                    , MINEOLA                  , TX, 75773","Match","Exact","23298 HOLLY RD, MINEOLA, TX, 75773","-95.53823,32.607338","141289201","L"
