"4970","1309 N 41ST ST.                                   , FORT SMITH               , AR, 72904","Match","Exact","1309 N 41ST ST, FORT SMITH, AR, 72904","-94.386604,35.38842","56103082","L"
"3640","123 E APACHE ST                                   , HUACHUCA CITY            , AZ, 85616","Tie"
"4971","700 S ZION ST                                     , LOWELL                   , AR, 72745","Match","Exact","700 S ZION ST, LOWELL, AR, 72745","-94.18568,36.24732","47893677","L"
"2306","1101 LASSETER RD                                  , SOUTHSIDE                , AL, 35907","Match","Exact","1101 LASSETER RD, SOUTHSIDE, AL, 35907","-86.00907,33.937084","66774672","R"
"3638","1195 HORNER DR                                    , SIERRA VISTA             , AZ, 85635","Match","Exact","1195 HORNER DR, SIERRA VISTA, AZ, 85635","-110.2798,31.568254","627625490","L"
"4969","611 N 6 1/2 ST                                    , PARAGOULD                , AR, 72450","Match","Exact","611 N 6 1/2 ST, PARAGOULD, AR, 72450","-90.4934,36.06153","47054861","L"
"2305","321 CHERRY LANE                                   , OZARK                    , AL, 36360","Match","Exact","321 CHERRY LN, OZARK, AL, 36360","-85.639755,31.431366","99615965","R"
"3639","4717 E ANDERSON ST                                , SIERRA VISTA             , AZ, 85650","Match","Non_Exact","4717 E ANDERSON RD, SIERRA VISTA, AZ, 85650","-110.25015,31.4843","120939414","L"
"2304","278 BEECHWOOD DR                                  , KILLEN                   , AL, 35645","Match","Exact","278 BEECHWOOD DR, KILLEN, AL, 35645","-87.55088,34.900967","41313903","R"
"2303","5 MOUNTAIN SPRINGS CIR                            , SYLACAUGA                , AL, 35150","Match","Non_Exact","5 MTN SPRINGS CIR, SYLACAUGA, AL, 35151","-86.247284,33.13107","66943447","R"
"2302","111 LANDLINE RD                                   , SELMA                    , AL, 36701","Match","Non_Exact","111 LAND LINE RD, SELMA, AL, 36701","-87.08516,32.391033","1284541","L"
"2301","710 OWENS AVENUE SW                               , ATTALLA                  , AL, 35954","Match","Exact","710 OWENS AVE SW, ATTALLA, AL, 35954","-86.12272,34.00599","66764926","L"
"2300","4924 UNION ACADEMY ADA RD                         , HOPE HULL                , AL, 36043","Match","Exact","4924 UNION ACADEMY ADA RD, HOPE HULL, AL, 36043","-86.35373,32.109596","1493484","R"
"3630","7241 E POMEGRANATE ST                             , TUCSON                   , AZ, 85730","Match","Exact","7241 E POMEGRANATE ST, TUCSON, AZ, 85730","-110.83774,32.174885","121184361","L"
"4961","900 MOUNT RIANTE RD                               , HOT SPRINGS              , AR, 71913","Match","Exact","900 MOUNT RIANTE RD, HOT SPRINGS, AR, 71913","-93.110916,34.405148","22773093","L"
"3631","1088 MESQUITE DRIVE                               , SIERRA VISTA             , AZ, 85635","Match","Exact","1088 MESQUITE DR, SIERRA VISTA, AZ, 85635","-110.287895,31.567207","120925328","R"
"4962","13258 BAKER MOUNTAIN RD                           , PRAIRIE GROVE            , AR, 72753","Match","Exact","13258 BAKER MOUNTAIN RD, PRAIRIE GROVE, AR, 72753","-94.2881,35.928547","49037489","R"
"3632","2272 S JUDD ST                                    , SAINT DAVID              , AZ, 85630","Match","Exact","2272 S JUDD ST, SAINT DAVID, AZ, 85630","-110.20689,31.8643","121000096","L"
"4963","1007 E 10TH AVE                                   , PINE BLUFF               , AR, 71601","No_Match"
"3633","522 E KNOX DR                                     , TUCSON                   , AZ, 85705","Match","Exact","522 E KNOX DR, TUCSON, AZ, 85705","-110.96339,32.27748","121167171","R"
"4964","714 S CHERRY ST                                   , HARRISON                 , AR, 72601","Match","Exact","714 S CHERRY ST, HARRISON, AR, 72601","-93.1125,36.222984","19982891","L"
"3634","8481 S CHEYENNE DR                                , SAFFORD                  , AZ, 85546","Match","Exact","8481 S CHEYENNE DR, SAFFORD, AZ, 85546","-109.72051,32.723038","128032225","R"
"4965","3 HUMMINGBIRD DR                                  , VILONIA                  , AR, 72173","Match","Exact","3 HUMMINGBIRD DR, VILONIA, AR, 72173","-92.198265,35.07138","141063208","L"
"2309","296 LEE ROAD 2161                                 , OPELIKA                  , AL, 36804","Match","Exact","296 LEE ROAD 2161, OPELIKA, AL, 36804","-85.35683,32.548412","646841153","R"
"3635","309 E. AIRCRAFT RD                                , TUCSON                   , AZ, 85706","Match","Non_Exact","309 E AIRCRAFT ST, TUCSON, AZ, 85706","-110.96344,32.13589","121185865","L"
"4966","1119 BARTON RD                                    , MOUNTAINBURG             , AR, 72946","Match","Exact","1119 BARTON RD, MOUNTAINBURG, AR, 72946","-94.174774,35.613636","53494732","L"
"2308","23554 4TH AVE                                     , FLORALA                  , AL, 36442","Match","Exact","23554 4TH AVE, FLORALA, AL, 36442","-86.312805,30.998392","1848581","L"
"3636","16265 W COUGAR PL                                 , TUCSON                   , AZ, 85736","Match","Exact","16265 W COUGAR PL, TUCSON, AZ, 85736","-111.30925,32.04997","606799296","L"
"4967","16148 APPLE LN                                    , FAYETTEVILLE             , AR, 72704","Match","Exact","16148 APPLE LN, FAYETTEVILLE, AR, 72704","-94.312294,36.097355","635395206","R"
"2307","213 CAMELLIA RD                                   , MILLBROOK                , AL, 36054","Match","Exact","213 CAMELLIA RD, MILLBROOK, AL, 36054","-86.38328,32.529003","1360136","R"
"3637","853 W FLORENCE ST                                 , TUCSON                   , AZ, 85705","Match","Exact","853 W FLORENCE ST, TUCSON, AZ, 85705","-110.985435,32.25841","121166743","L"
"4968","271 CODY CREEK DR                                 , MOUNTAIN HOME            , AR, 72653","Match","Exact","271 CODY CREEK DR, MOUNTAIN HOME, AR, 72653","-92.390236,36.27175","2951848","L"
"4980","235 BRIARPATCH LN                                 , JACKSONVILLE             , AR, 72076","Match","Exact","235 BRIARPATCH LN, JACKSONVILLE, AR, 72076","-92.18581,34.866096","83597828","L"
"3650","14409 S AVENIDA CASTANO                           , SAHUARITA                , AZ, 85629","Match","Exact","14409 S AVE CASTANO, SAHUARITA, AZ, 85629","-110.97592,31.98827","633509432","L"
"4981","28 HAMILTON PARK DR                               , SHERWOOD                 , AR, 72120","Match","Exact","28 HAMILTON PARK DR, SHERWOOD, AR, 72120","-92.22325,34.842785","83497592","L"
"3651","10836 E NEW ROCK RIDGE DR                         , VAIL                     , AZ, 85641","Match","Exact","10836 E NEW ROCK RIDGE DR, VAIL, AZ, 85641","-110.76157,31.946636","624098733","L"
"4982","922 N PINE ST                                     , HARRISON                 , AR, 72601","Match","Exact","922 N PINE ST, HARRISON, AR, 72601","-93.11076,36.23841","19982305","L"
"2320","173 CANTERBURY FARM RD                            , MIDLAND CITY             , AL, 36350","No_Match"
"0","700 18TH PL SW                                    , BIRMINGHAM               , AL, 35211","Match","Exact","700 18TH PL SW, BIRMINGHAM, AL, 35211","-86.86639,33.483673","81716930","R"
"2317","1911 NORTHSIDE DR                                 , DOTHAN                   , AL, 36303","Match","Exact","1911 NORTHSIDE DR, DOTHAN, AL, 36303","-85.41885,31.25682","101212795","L"
"3649","11651 S OLD NOGALES                               , TUCSON                   , AZ, 85756","No_Match"
"1","3765 NARROW LANE RD                               , MONTGOMERY               , AL, 36111","Match","Exact","3765 NARROW LANE RD, MONTGOMERY, AL, 36111","-86.28225,32.336758","1475758","L"
"2316","866 BRYANT STREET                                 , MOBILE                   , AL, 36608","Match","Exact","866 BRYANT ST, MOBILE, AL, 36608","-88.24395,30.708534","61963727","L"
"2"," 2125-27 ARLINGTON A                              , BESSEMER                 , AL, 35020","Tie"
"2315","58 BRENTWOOD LANE                                 , MOUNDVILLE               , AL, 35474","Match","Exact","58 BRENTWOOD LN, MOUNDVILLE, AL, 35474","-87.628624,32.985874","38986156","R"
"3","3349 HERBERT DRIVE                                , MONTGOMERY               , AL, 36116","Match","Exact","3349 HERBERT DR, MONTGOMERY, AL, 36116","-86.27096,32.30181","1545770","R"
"2314","7181 LOTT RD                                      , WILMER                   , AL, 36587","Match","Exact","7181 LOTT RD, WILMER, AL, 36587","-88.27467,30.842033","640360088","L"
"4","3101 AVENUE H                                     , BIRMINGHAM               , AL, 35218","Match","Exact","3101 AVE H, BIRMINGHAM, AL, 35218","-86.90175,33.501297","81552255","L"
"2313","32001 GREENBRIAR LOOP                             , ANDALUSIA                , AL, 36421","Match","Exact","32001 GREENBRIAR LOOP, ANDALUSIA, AL, 36421","-86.439476,31.438148","634538969","L"
"5","4312 16TH ST                                      , PHENIX CITY              , AL, 36870","Match","Exact","4312 16TH ST, PHENIX CITY, AL, 36870","-85.05175,32.47522","69267440","L"
"2312","22454 FAIN RD                                     , ELKMONT                  , AL, 35620","Match","Exact","22454 FAIN RD, ELKMONT, AL, 35620","-86.92049,34.9238","95243620","R"
"6","423 BATTERY AVE                                   , SELMA                    , AL, 36701","Match","Exact","423 BATTERY AVE, SELMA, AL, 36701","-87.033775,32.427227","1283195","L"
"2311","4442 SPRUCE AVENUE                                , SARALAND                 , AL, 36571","Match","Exact","4442 SPRUCE AVE, SARALAND, AL, 36571","-88.14439,30.840612","61847046","R"
"7","241 MUNGER AVE SW                                 , BIRMINGHAM               , AL, 35211","Match","Non_Exact","241 MUNGER AVE, BIRMINGHAM, AL, 35211","-86.83798,33.49814","81720294","L"
"2310","12 LADONIA DR                                     , PHENIX CITY              , AL, 36869","Match","Exact","12 LADONIA DR, PHENIX CITY, AL, 36869","-85.07415,32.46636","69277485","R"
"8","2315 POPLAR ST                                    , MONTGOMERY               , AL, 36107","Match","Exact","2315 POPLAR ST, MONTGOMERY, AL, 36107","-86.27904,32.368088","636434868","L"
"3641","241 E MARTIN DR                                   , SIERRA VISTA             , AZ, 85635","Match","Exact","241 E MARTIN DR, SIERRA VISTA, AZ, 85635","-110.29397,31.567917","120925319","L"
"4972","2208 WHIPPOORWILL LN                              , WHITE HALL               , AR, 71602","Match","Exact","2208 WHIPPOORWILL LN, WHITE HALL, AR, 71602","-92.131165,34.324997","2538317","L"
